tienda_id,sku,stock,fecha_stock
S1007,SKU100759,20,2025-08-05
S1117,SKU100071,18,2025-03-11
S1015,SKU100543,18,2024-04-27
S1019,SKU100422,26,2024-11-05
S1094,SKU100204,17,2025-07-21
S1087,SKU100588,21,2024-08-24
S1136,SKU100370,25,2024-09-12
S1016,SKU100792,26,2024-07-27
S1093,SKU100658,13,2024-12-18
S1051,SKU100640,19,2025-05-27
S1039,SKU100063,16,2025-07-28
S1043,SKU100571,13,2024-05-10
S1058,SKU100669,18,2025-10-14
S1095,SKU100243,24,2024-05-18
S1069,SKU100154,19,2025-07-26
S1070,SKU100654,21,2025-08-16
S1084,SKU100009,17,2024-04-13
S1020,SKU100326,26,2025-02-20
S1043,SKU100733,21,2024-02-10
S1136,SKU100014,15,2024-08-15
S1013,SKU100744,22,2025-03-06
S1106,SKU100269,16,2024-04-17
S1134,SKU100418,26,2025-03-30
S1031,SKU100640,11,2024-12-22
S1080,SKU100457,23,2024-04-30
S1116,SKU100603,13,2024-11-21
S1148,SKU100216,20,2025-07-23
S1047,SKU100274,21,2024-03-26
S1103,SKU100725,14,2025-02-25
S1102,SKU100704,22,2025-07-08
S1068,SKU100619,17,2024-01-05
S1043,SKU100535,19,2024-01-18
S1110,SKU100205,13,2025-02-15
S1135,SKU100632,23,2024-12-21
S1144,SKU100591,16,2025-04-23
S1105,SKU100521,22,2024-04-28
S1002,SKU100105,17,2025-10-19
S1047,SKU100727,14,2025-02-12
S1107,SKU100386,27,2025-06-29
S1145,SKU100739,25,2024-09-01
S1049,SKU100055,20,2025-08-05
S1008,SKU100327,18,2025-09-01
S1079,SKU100456,15,2025-10-26
S1103,SKU100286,18,2024-09-02
S1043,SKU100757,21,2024-07-11
S1073,SKU100632,24,2024-04-16
S1069,SKU100314,20,2025-07-24
S1036,SKU100759,17,2024-04-05
S1143,SKU100182,18,2024-11-05
S1138,SKU100092,14,2024-06-02
S1131,SKU100196,19,2025-08-20
S1039,SKU100345,17,2024-04-16
S1093,SKU100084,22,2025-02-18
S1040,SKU100384,20,2024-05-29
S1101,SKU100749,24,2024-02-17
S1016,SKU100495,16,2025-10-29
S1137,SKU100186,15,2024-03-18
S1112,SKU100160,13,2025-03-27
S1117,SKU100189,20,2024-01-24
S1028,SKU100244,14,2025-01-13
S1111,SKU100630,21,2024-04-27
S1005,SKU100570,15,2024-10-07
S1100,SKU100438,18,2024-02-16
S1004,SKU100172,16,2025-06-12
S1033,SKU100600,17,2024-12-21
S1102,SKU100234,15,2025-07-31
S1018,SKU100420,24,2024-04-18
S1091,SKU100049,25,2025-10-09
S1029,SKU100728,22,2025-03-21
S1046,SKU100281,18,2024-06-22
S1015,SKU100302,24,2025-05-30
S1002,SKU100767,14,2024-03-10
S1053,SKU100319,21,2024-01-29
S1024,SKU100491,26,2024-10-30
S1106,SKU100004,16,2025-04-27
S1124,SKU100116,17,2024-03-01
S1051,SKU100511,20,2024-11-04
S1122,SKU100491,18,2024-07-20
S1055,SKU100532,22,2024-05-23
S1096,SKU100304,20,2024-10-07
S1005,SKU100268,19,2025-04-07
S1119,SKU100031,17,2025-03-23
S1069,SKU100155,13,2025-04-06
S1011,SKU100676,18,2024-03-10
S1139,SKU100433,26,2024-04-09
S1103,SKU100738,25,2024-11-18
S1076,SKU100505,19,2025-05-07
S1135,SKU100428,15,2024-10-09
S1048,SKU100372,19,2025-06-12
S1068,SKU100255,27,2025-08-23
S1003,SKU100719,17,2025-05-14
S1019,SKU100152,25,2024-05-07
S1033,SKU100396,17,2025-02-22
S1077,SKU100120,29,2024-11-20
S1083,SKU100249,14,2024-04-03
S1082,SKU100257,21,2025-04-10
S1050,SKU100124,24,2025-04-12
S1129,SKU100482,24,2025-06-22
S1003,SKU100661,25,2024-06-20
S1088,SKU100770,14,2024-03-21
S1010,SKU100635,20,2024-03-03
S1140,SKU100166,20,2025-09-01
S1037,SKU100066,16,2025-03-15
S1104,SKU100142,13,2024-05-15
S1095,SKU100635,16,2024-07-22
S1056,SKU100177,16,2024-12-20
S1046,SKU100281,19,2025-03-06
S1002,SKU100723,14,2024-05-21
S1133,SKU100301,19,2025-04-07
S1004,SKU100664,16,2025-02-11
S1127,SKU100301,23,2025-03-21
S1146,SKU100203,20,2024-07-15
S1135,SKU100248,20,2024-07-14
S1067,SKU100081,19,2025-01-20
S1104,SKU100143,15,2024-11-13
S1062,SKU100775,24,2025-06-06
S1037,SKU100328,25,2025-08-11
S1034,SKU100522,21,2024-12-05
S1127,SKU100282,26,2025-06-16
S1078,SKU100026,11,2025-06-26
S1035,SKU100583,18,2024-06-07
S1028,SKU100201,19,2024-01-02
S1053,SKU100139,13,2024-09-23
S1038,SKU100490,22,2025-06-19
S1108,SKU100020,24,2024-11-13
S1052,SKU100600,20,2024-12-16
S1046,SKU100126,19,2025-05-28
S1144,SKU100105,20,2024-08-05
S1105,SKU100334,17,2024-07-01
S1128,SKU100771,14,2025-07-14
S1009,SKU100397,25,2025-03-14
S1066,SKU100218,14,2024-02-11
S1131,SKU100380,16,2025-01-06
S1084,SKU100758,24,2025-05-09
S1016,SKU100142,15,2024-03-17
S1148,SKU100519,17,2025-04-22
S1108,SKU100413,22,2025-10-21
S1060,SKU100115,20,2025-01-12
S1132,SKU100699,24,2025-07-29
S1007,SKU100330,14,2024-12-28
S1130,SKU100250,22,2024-12-05
S1002,SKU100628,31,2025-09-13
S1115,SKU100400,20,2024-01-28
S1149,SKU100029,26,2024-07-21
S1075,SKU100384,19,2025-08-07
S1051,SKU100323,18,2024-10-18
S1005,SKU100509,18,2024-05-13
S1121,SKU100238,19,2024-01-28
S1027,SKU100560,15,2024-09-25
S1137,SKU100345,17,2024-05-06
S1060,SKU100479,19,2024-03-27
S1117,SKU100370,20,2024-02-16
S1061,SKU100223,21,2025-01-29
S1089,SKU100609,20,2024-07-31
S1065,SKU100652,23,2025-07-04
S1011,SKU100583,17,2025-02-11
S1080,SKU100670,25,2024-11-26
S1062,SKU100197,16,2024-02-14
S1043,SKU100660,18,2025-08-24
S1068,SKU100695,23,2025-07-13
S1063,SKU100201,13,2024-10-24
S1083,SKU100019,18,2025-04-12
S1100,SKU100589,23,2024-02-28
S1134,SKU100791,20,2024-10-11
S1074,SKU100311,22,2024-09-10
S1062,SKU100223,24,2024-03-08
S1132,SKU100634,20,2025-05-12
S1005,SKU100164,18,2025-08-16
S1082,SKU100272,12,2025-01-13
S1127,SKU100765,17,2025-07-11
S1022,SKU100679,19,2024-05-03
S1045,SKU100484,25,2025-10-13
S1139,SKU100004,15,2024-06-08
S1100,SKU100386,28,2024-12-16
S1064,SKU100771,20,2024-09-20
S1079,SKU100565,18,2025-01-17
S1093,SKU100657,19,2025-07-06
S1104,SKU100494,21,2025-02-06
S1140,SKU100706,18,2024-07-09
S1096,SKU100527,25,2025-06-05
S1043,SKU100407,14,2024-02-03
S1128,SKU100365,20,2024-09-04
S1080,SKU100112,16,2025-09-30
S1037,SKU100491,14,2024-12-14
S1013,SKU100757,25,2025-03-10
S1024,SKU100105,16,2024-10-10
S1135,SKU100732,17,2024-01-18
S1052,SKU100431,18,2024-04-05
S1014,SKU100404,19,2025-02-23
S1057,SKU100741,16,2024-05-12
S1127,SKU100012,13,2025-08-16
S1082,SKU100344,19,2024-01-03
S1078,SKU100365,20,2025-01-24
S1104,SKU100727,17,2024-12-18
S1086,SKU100106,22,2024-11-11
S1085,SKU100279,18,2024-07-26
S1022,SKU100284,29,2024-11-17
S1045,SKU100225,18,2025-05-17
S1137,SKU100428,20,2024-07-12
S1019,SKU100313,15,2024-11-03
S1080,SKU100021,23,2024-09-08
S1078,SKU100127,16,2025-10-02
S1057,SKU100653,31,2024-05-12
S1142,SKU100174,15,2024-03-08
S1039,SKU100363,23,2025-01-10
S1131,SKU100065,24,2024-11-17
S1068,SKU100728,21,2024-11-30
S1008,SKU100086,25,2025-01-23
S1002,SKU100111,27,2024-09-08
S1031,SKU100590,13,2025-03-18
S1006,SKU100352,19,2025-09-30
S1008,SKU100679,13,2025-10-27
S1077,SKU100744,20,2025-02-01
S1078,SKU100750,25,2025-07-06
S1043,SKU100684,17,2025-05-03
S1138,SKU100104,20,2024-03-15
S1107,SKU100312,14,2025-04-11
S1081,SKU100516,14,2025-04-02
S1008,SKU100664,18,2025-07-07
S1135,SKU100111,18,2025-05-22
S1008,SKU100648,20,2025-01-18
S1101,SKU100717,20,2024-12-10
S1057,SKU100339,29,2025-02-02
S1091,SKU100103,24,2025-04-30
S1148,SKU100502,27,2024-06-09
S1036,SKU100408,24,2024-06-13
S1048,SKU100298,16,2025-03-06
S1069,SKU100365,5,2025-03-29
S1081,SKU100426,23,2024-06-22
S1095,SKU100564,21,2024-02-21
S1040,SKU100297,17,2024-04-21
S1126,SKU100427,22,2024-11-23
S1142,SKU100139,17,2024-04-29
S1080,SKU100547,27,2024-03-15
S1064,SKU100365,31,2025-10-27
S1127,SKU100136,21,2024-01-29
S1038,SKU100049,17,2024-09-14
S1094,SKU100044,22,2025-06-19
S1030,SKU100703,23,2025-02-20
S1021,SKU100392,10,2024-06-08
S1005,SKU100022,22,2025-02-20
S1035,SKU100438,21,2024-07-08
S1132,SKU100308,19,2025-03-04
S1149,SKU100446,23,2024-10-08
S1121,SKU100469,22,2025-10-28
S1126,SKU100443,17,2024-01-10
S1031,SKU100598,18,2025-08-05
S1045,SKU100048,17,2024-02-12
S1033,SKU100592,28,2025-03-27
S1119,SKU100411,15,2025-04-25
S1063,SKU100450,17,2024-09-10
S1114,SKU100349,21,2025-06-19
S1088,SKU100369,22,2025-09-14
S1113,SKU100637,9,2024-01-21
S1076,SKU100740,14,2025-08-27
S1059,SKU100106,19,2024-11-01
S1048,SKU100392,18,2024-04-01
S1097,SKU100455,15,2024-06-28
S1023,SKU100093,22,2025-09-21
S1102,SKU100168,23,2025-10-10
S1091,SKU100207,33,2024-07-05
S1085,SKU100183,16,2025-03-03
S1034,SKU100621,18,2024-07-16
S1058,SKU100781,19,2024-04-07
S1143,SKU100407,18,2025-08-01
S1042,SKU100588,21,2024-09-30
S1020,SKU100549,21,2024-03-23
S1121,SKU100652,24,2025-04-01
S1149,SKU100205,17,2024-05-20
S1119,SKU100348,20,2024-02-09
S1063,SKU100640,27,2024-03-09
S1116,SKU100649,17,2025-07-12
S1033,SKU100489,16,2025-09-06
S1090,SKU100101,22,2024-06-13
S1055,SKU100079,15,2024-10-26
S1083,SKU100532,16,2025-07-11
S1097,SKU100146,20,2024-02-13
S1005,SKU100483,18,2024-03-15
S1018,SKU100210,16,2024-11-11
S1134,SKU100585,17,2025-09-09
S1064,SKU100487,34,2024-03-14
S1119,SKU100685,25,2025-01-21
S1141,SKU100344,23,2024-01-17
S1076,SKU100651,12,2025-01-05
S1013,SKU100454,18,2024-06-27
S1149,SKU100266,26,2024-09-17
S1088,SKU100252,23,2025-05-17
S1054,SKU100280,17,2024-02-04
S1021,SKU100105,20,2024-03-22
S1047,SKU100223,23,2024-08-06
S1104,SKU100306,22,2025-08-24
S1104,SKU100709,27,2024-03-17
S1046,SKU100662,16,2025-03-19
S1139,SKU100331,22,2025-02-09
S1012,SKU100384,18,2025-02-05
S1146,SKU100408,23,2024-12-31
S1116,SKU100705,16,2024-12-30
S1039,SKU100737,26,2024-06-06
S1001,SKU100406,29,2025-05-25
S1068,SKU100471,24,2025-01-07
S1078,SKU100005,22,2024-01-13
S1087,SKU100379,18,2024-07-23
S1004,SKU100229,20,2024-07-14
S1121,SKU100323,29,2025-05-20
S1003,SKU100127,16,2025-04-07
S1104,SKU100000,20,2025-06-22
S1082,SKU100373,31,2025-04-24
S1125,SKU100764,22,2025-07-18
S1011,SKU100284,22,2025-05-20
S1122,SKU100520,19,2025-06-02
S1114,SKU100684,15,2024-06-07
S1016,SKU100135,17,2025-08-22
S1059,SKU100491,19,2024-08-31
S1045,SKU100569,25,2025-01-07
S1120,SKU100724,18,2024-04-11
S1060,SKU100370,15,2024-01-08
S1125,SKU100410,17,2024-01-30
S1132,SKU100366,19,2025-01-11
S1111,SKU100259,17,2025-03-20
S1038,SKU100638,29,2025-07-02
S1105,SKU100355,15,2025-08-18
S1054,SKU100775,23,2024-02-14
S1148,SKU100670,24,2025-09-11
S1015,SKU100634,24,2025-07-18
S1080,SKU100290,20,2024-02-01
S1120,SKU100083,24,2025-03-21
S1127,SKU100706,13,2025-09-18
S1112,SKU100259,13,2024-01-02
S1024,SKU100432,19,2025-10-09
S1134,SKU100432,27,2024-10-30
S1124,SKU100289,21,2024-10-15
S1071,SKU100538,21,2024-02-05
S1144,SKU100634,20,2024-07-16
S1100,SKU100121,15,2024-07-15
S1086,SKU100105,17,2024-06-24
S1110,SKU100014,16,2024-10-12
S1004,SKU100569,21,2025-02-15
S1003,SKU100260,16,2025-09-04
S1072,SKU100208,21,2025-02-28
S1093,SKU100754,15,2024-02-27
S1137,SKU100233,26,2024-02-10
S1087,SKU100737,21,2025-06-06
S1027,SKU100001,21,2024-09-18
S1012,SKU100426,25,2024-05-27
S1120,SKU100034,16,2025-08-25
S1114,SKU100642,19,2025-02-16
S1110,SKU100025,17,2024-11-24
S1063,SKU100735,21,2024-08-19
S1067,SKU100776,19,2024-11-22
S1093,SKU100227,20,2024-12-06
S1004,SKU100032,24,2024-07-28
S1117,SKU100651,12,2025-01-16
S1048,SKU100287,17,2025-06-10
S1022,SKU100368,16,2025-05-28
S1039,SKU100491,19,2024-04-06
S1070,SKU100775,11,2024-04-23
S1039,SKU100758,21,2025-04-03
S1021,SKU100144,17,2024-11-04
S1137,SKU100124,22,2024-07-01
S1062,SKU100205,16,2024-06-20
S1015,SKU100623,15,2025-10-18
S1075,SKU100246,14,2024-01-25
S1134,SKU100056,18,2024-11-20
S1030,SKU100772,15,2025-10-15
S1140,SKU100056,17,2025-01-07
S1138,SKU100503,21,2024-12-30
S1090,SKU100789,14,2024-10-11
S1048,SKU100464,22,2024-06-28
S1076,SKU100109,21,2024-10-12
S1044,SKU100742,16,2024-01-12
S1106,SKU100018,15,2024-08-10
S1006,SKU100165,29,2025-09-14
S1108,SKU100647,23,2025-04-21
S1112,SKU100272,12,2025-04-19
S1087,SKU100700,15,2025-09-28
S1131,SKU100395,23,2025-03-28
S1018,SKU100534,20,2024-01-26
S1145,SKU100650,17,2025-06-22
S1065,SKU100133,13,2025-06-10
S1007,SKU100392,20,2025-04-07
S1038,SKU100301,26,2025-04-26
S1137,SKU100547,17,2025-01-01
S1116,SKU100514,22,2025-05-13
S1033,SKU100683,18,2024-05-03
S1007,SKU100164,20,2024-12-01
S1143,SKU100146,31,2024-03-13
S1089,SKU100199,17,2024-04-17
S1109,SKU100356,15,2024-04-24
S1081,SKU100152,19,2025-03-03
S1039,SKU100022,20,2025-06-14
S1080,SKU100193,20,2025-09-23
S1137,SKU100293,29,2024-03-12
S1134,SKU100063,17,2024-02-13
S1059,SKU100008,17,2024-10-27
S1044,SKU100361,24,2025-08-01
S1026,SKU100352,20,2025-07-31
S1119,SKU100795,16,2025-06-17
S1029,SKU100400,21,2024-05-24
S1016,SKU100616,18,2024-07-04
S1086,SKU100731,14,2024-12-29
S1076,SKU100419,20,2025-01-15
S1117,SKU100155,13,2025-10-15
S1048,SKU100611,20,2025-01-03
S1003,SKU100779,27,2024-02-10
S1073,SKU100311,14,2025-03-28
S1027,SKU100559,27,2025-05-24
S1093,SKU100703,17,2024-11-06
S1009,SKU100454,15,2024-05-28
S1017,SKU100772,22,2024-10-14
S1019,SKU100212,27,2025-04-08
S1128,SKU100204,22,2025-09-23
S1088,SKU100068,32,2024-01-09
S1066,SKU100446,18,2025-07-02
S1063,SKU100369,27,2024-09-21
S1074,SKU100472,23,2024-10-06
S1102,SKU100376,21,2024-03-20
S1137,SKU100283,19,2024-04-04
S1137,SKU100711,22,2025-02-07
S1141,SKU100788,27,2024-09-17
S1082,SKU100306,19,2024-12-30
S1117,SKU100418,20,2025-03-26
S1045,SKU100001,20,2025-07-23
S1108,SKU100580,25,2024-12-17
S1059,SKU100723,30,2024-08-04
S1072,SKU100798,29,2025-10-31
S1130,SKU100399,19,2024-01-15
S1124,SKU100217,18,2025-04-21
S1116,SKU100017,15,2025-01-20
S1047,SKU100111,19,2025-03-29
S1122,SKU100401,20,2024-05-01
S1030,SKU100489,19,2024-10-04
S1066,SKU100205,15,2024-04-02
S1035,SKU100431,16,2024-03-21
S1077,SKU100737,22,2024-08-11
S1021,SKU100492,14,2024-03-22
S1040,SKU100688,15,2024-06-01
S1047,SKU100368,16,2025-06-13
S1092,SKU100122,29,2024-07-21
S1074,SKU100357,14,2025-03-28
S1141,SKU100520,23,2024-06-30
S1084,SKU100022,24,2025-06-22
S1031,SKU100555,28,2024-10-26
S1046,SKU100599,16,2025-05-08
S1149,SKU100583,28,2025-03-29
S1003,SKU100626,20,2024-03-15
S1023,SKU100010,19,2024-08-19
S1027,SKU100057,21,2024-01-29
S1043,SKU100387,19,2024-08-11
S1062,SKU100596,21,2025-05-24
S1010,SKU100013,16,2025-05-30
S1026,SKU100616,27,2024-11-20
S1149,SKU100030,23,2025-04-10
S1114,SKU100736,18,2024-11-23
S1059,SKU100581,18,2024-09-10
S1069,SKU100574,19,2024-01-23
S1142,SKU100253,23,2025-07-03
S1078,SKU100000,15,2024-11-13
S1054,SKU100615,18,2024-07-31
S1009,SKU100433,21,2024-01-22
S1000,SKU100463,12,2024-02-27
S1121,SKU100067,16,2024-04-01
S1136,SKU100472,20,2024-07-07
S1045,SKU100609,24,2025-10-19
S1124,SKU100048,17,2024-11-28
S1048,SKU100266,16,2024-06-15
S1080,SKU100056,29,2024-06-02
S1095,SKU100558,24,2024-01-17
S1128,SKU100755,23,2024-06-08
S1043,SKU100681,22,2024-04-21
S1011,SKU100175,24,2024-10-21
S1064,SKU100258,19,2024-03-29
S1102,SKU100686,17,2024-08-27
S1072,SKU100643,14,2024-08-03
S1053,SKU100628,19,2025-10-09
S1120,SKU100297,21,2025-07-09
S1046,SKU100152,19,2024-01-30
S1083,SKU100502,16,2024-11-28
S1125,SKU100607,18,2025-01-13
S1130,SKU100226,30,2024-09-01
S1002,SKU100316,20,2025-04-29
S1033,SKU100106,28,2024-03-17
S1070,SKU100328,18,2024-01-30
S1052,SKU100520,15,2025-08-04
S1041,SKU100201,23,2024-12-15
S1061,SKU100172,19,2025-09-01
S1023,SKU100221,17,2025-04-16
S1009,SKU100070,22,2025-04-01
S1055,SKU100562,24,2024-06-30
S1098,SKU100651,18,2025-02-06
S1131,SKU100793,19,2025-06-26
S1041,SKU100139,20,2024-06-01
S1101,SKU100477,22,2024-12-18
S1044,SKU100252,24,2024-10-20
S1087,SKU100430,17,2025-03-14
S1025,SKU100065,16,2024-09-05
S1073,SKU100196,21,2024-06-11
S1105,SKU100100,21,2024-04-05
S1072,SKU100502,21,2024-05-07
S1083,SKU100397,19,2025-04-14
S1035,SKU100600,14,2025-08-09
S1114,SKU100571,14,2024-08-03
S1139,SKU100153,21,2024-12-19
S1063,SKU100365,20,2025-10-31
S1086,SKU100214,21,2024-05-22
S1018,SKU100544,21,2025-08-09
S1065,SKU100299,14,2024-08-03
S1078,SKU100723,25,2025-08-08
S1099,SKU100614,19,2025-02-26
S1010,SKU100306,19,2025-05-21
S1131,SKU100538,21,2024-12-20
S1051,SKU100343,22,2025-08-29
S1100,SKU100204,15,2025-06-22
S1072,SKU100500,15,2024-12-19
S1025,SKU100440,28,2025-01-16
S1141,SKU100659,23,2024-03-15
S1134,SKU100059,20,2025-02-16
S1027,SKU100483,16,2025-03-21
S1117,SKU100088,23,2024-06-19
S1014,SKU100558,27,2024-12-15
S1110,SKU100608,23,2025-01-04
S1100,SKU100375,20,2024-12-11
S1066,SKU100040,31,2024-07-19
S1101,SKU100370,22,2024-03-09
S1006,SKU100052,18,2025-09-02
S1037,SKU100202,19,2025-09-06
S1094,SKU100412,16,2024-07-01
S1077,SKU100799,19,2024-11-10
S1021,SKU100305,23,2025-01-19
S1008,SKU100482,25,2024-10-08
S1116,SKU100112,14,2024-11-17
S1064,SKU100146,26,2024-04-01
S1020,SKU100727,22,2024-05-27
S1005,SKU100325,20,2024-12-11
S1078,SKU100250,22,2025-01-12
S1084,SKU100761,22,2025-01-06
S1021,SKU100195,16,2024-01-21
S1113,SKU100102,15,2025-06-14
S1129,SKU100239,26,2025-06-10
S1066,SKU100605,22,2024-10-14
S1125,SKU100717,22,2024-06-12
S1148,SKU100586,21,2025-04-06
S1038,SKU100157,23,2024-05-16
S1026,SKU100060,20,2025-05-14
S1139,SKU100043,12,2025-04-29
S1112,SKU100456,18,2025-04-23
S1138,SKU100380,22,2025-10-26
S1129,SKU100795,19,2025-02-28
S1082,SKU100624,13,2025-04-26
S1021,SKU100694,15,2024-02-18
S1044,SKU100526,10,2024-07-01
S1038,SKU100120,20,2024-05-22
S1118,SKU100444,15,2024-01-26
S1109,SKU100059,24,2024-10-17
S1058,SKU100544,16,2024-02-01
S1060,SKU100267,22,2025-03-23
S1125,SKU100537,15,2025-08-30
S1110,SKU100152,18,2025-09-19
S1104,SKU100281,21,2024-04-01
S1108,SKU100085,17,2024-05-01
S1101,SKU100121,15,2025-04-19
S1084,SKU100667,20,2025-03-13
S1013,SKU100068,27,2025-08-19
S1136,SKU100421,18,2024-12-06
S1005,SKU100345,20,2025-02-09
S1003,SKU100242,30,2024-06-26
S1083,SKU100035,26,2025-09-25
S1003,SKU100671,24,2024-04-20
S1127,SKU100547,24,2024-01-01
S1103,SKU100070,21,2025-07-30
S1024,SKU100714,23,2024-11-01
S1065,SKU100022,25,2024-10-31
S1118,SKU100441,31,2024-08-26
S1115,SKU100020,18,2025-05-06
S1059,SKU100308,20,2025-09-20
S1118,SKU100021,16,2024-02-06
S1008,SKU100518,29,2024-07-16
S1033,SKU100404,25,2025-09-19
S1048,SKU100494,21,2025-08-10
S1076,SKU100688,21,2024-02-04
S1104,SKU100289,18,2024-12-26
S1096,SKU100155,24,2025-06-29
S1034,SKU100678,26,2025-03-01
S1088,SKU100044,17,2025-04-08
S1114,SKU100266,21,2024-04-15
S1117,SKU100445,20,2024-01-08
S1042,SKU100095,24,2025-01-24
S1144,SKU100560,22,2024-11-19
S1146,SKU100755,21,2025-03-22
S1062,SKU100756,15,2025-06-09
S1139,SKU100758,25,2025-08-23
S1055,SKU100761,29,2025-03-17
S1081,SKU100584,17,2024-06-10
S1058,SKU100013,19,2025-04-30
S1019,SKU100402,15,2024-04-25
S1129,SKU100260,20,2024-10-03
S1144,SKU100453,20,2025-03-04
S1015,SKU100452,12,2024-11-09
S1016,SKU100604,21,2024-09-08
S1032,SKU100370,22,2024-05-22
S1123,SKU100334,23,2025-07-10
S1030,SKU100105,22,2025-06-12
S1117,SKU100079,16,2024-02-19
S1064,SKU100302,23,2024-03-28
S1006,SKU100196,20,2025-04-20
S1073,SKU100182,10,2025-02-18
S1137,SKU100467,19,2024-08-23
S1081,SKU100647,21,2025-06-26
S1103,SKU100452,16,2024-12-06
S1051,SKU100711,16,2025-06-05
S1028,SKU100748,15,2024-11-17
S1027,SKU100784,20,2024-11-04
S1012,SKU100127,21,2024-07-02
S1119,SKU100393,19,2025-08-13
S1098,SKU100002,15,2025-08-23
S1046,SKU100450,17,2024-06-10
S1023,SKU100697,22,2024-05-10
S1033,SKU100424,22,2024-10-11
S1019,SKU100352,19,2024-05-01
S1070,SKU100037,27,2024-01-17
S1131,SKU100673,21,2024-11-21
S1093,SKU100410,17,2024-06-21
S1021,SKU100005,19,2024-11-04
S1058,SKU100604,17,2025-03-09
S1051,SKU100305,29,2024-11-20
S1143,SKU100124,20,2024-03-05
S1014,SKU100060,18,2024-03-14
S1062,SKU100195,17,2025-08-05
S1079,SKU100654,17,2024-10-24
S1087,SKU100215,25,2024-09-14
S1146,SKU100193,24,2024-10-04
S1028,SKU100650,21,2025-05-16
S1121,SKU100317,22,2025-04-25
S1033,SKU100147,20,2025-08-29
S1023,SKU100443,21,2025-09-01
S1092,SKU100596,18,2025-06-05
S1128,SKU100098,29,2025-04-06
S1021,SKU100369,35,2024-05-01
S1122,SKU100794,19,2025-03-20
S1144,SKU100773,19,2025-05-28
S1023,SKU100203,11,2025-01-02
S1099,SKU100690,21,2024-04-26
S1113,SKU100681,16,2024-01-11
S1133,SKU100669,22,2024-04-25
S1087,SKU100253,18,2024-10-14
S1113,SKU100621,17,2024-08-15
S1037,SKU100553,20,2024-02-16
S1015,SKU100399,27,2024-12-27
S1061,SKU100632,25,2025-04-09
S1097,SKU100685,24,2025-04-13
S1139,SKU100136,22,2024-09-17
S1066,SKU100534,22,2025-03-23
S1019,SKU100504,27,2024-12-07
S1047,SKU100627,17,2024-06-29
S1126,SKU100106,31,2025-06-24
S1055,SKU100069,16,2025-09-28
S1023,SKU100696,20,2025-10-02
S1083,SKU100761,25,2024-06-06
S1131,SKU100172,26,2024-12-07
S1083,SKU100051,24,2024-09-22
S1137,SKU100298,21,2025-01-31
S1054,SKU100285,21,2024-01-15
S1047,SKU100095,17,2025-05-27
S1030,SKU100163,20,2025-08-09
S1024,SKU100709,22,2024-04-22
S1139,SKU100749,23,2025-06-30
S1046,SKU100550,19,2025-10-14
S1134,SKU100765,16,2024-05-26
S1043,SKU100601,15,2024-07-19
S1024,SKU100265,16,2024-12-05
S1089,SKU100318,22,2024-05-07
S1119,SKU100044,16,2025-10-26
S1081,SKU100289,21,2025-05-31
S1063,SKU100214,28,2024-04-20
S1045,SKU100095,17,2025-01-30
S1039,SKU100328,22,2024-03-06
S1091,SKU100669,17,2025-08-01
S1075,SKU100196,17,2025-10-27
S1036,SKU100712,29,2025-07-16
S1070,SKU100299,15,2025-02-18
S1055,SKU100757,22,2024-05-13
S1046,SKU100178,24,2024-01-30
S1015,SKU100477,23,2025-07-04
S1131,SKU100666,22,2024-09-21
S1028,SKU100025,17,2024-12-20
S1084,SKU100741,20,2025-08-07
S1007,SKU100561,24,2024-11-14
S1149,SKU100570,15,2024-12-29
S1069,SKU100748,20,2024-03-10
S1013,SKU100762,12,2025-04-27
S1138,SKU100704,24,2024-05-11
S1021,SKU100415,15,2025-02-17
S1118,SKU100164,13,2024-06-21
S1062,SKU100783,12,2024-10-08
S1054,SKU100411,24,2024-11-25
S1149,SKU100250,21,2025-02-18
S1095,SKU100102,21,2025-06-21
S1011,SKU100475,25,2025-08-05
S1055,SKU100525,19,2025-07-26
S1095,SKU100064,20,2024-02-07
S1081,SKU100223,15,2025-07-13
S1073,SKU100643,24,2024-03-02
S1054,SKU100370,21,2024-09-15
S1108,SKU100488,13,2025-07-27
S1073,SKU100073,19,2025-03-15
S1088,SKU100294,17,2024-11-18
S1001,SKU100630,17,2025-04-15
S1077,SKU100428,11,2024-09-24
S1024,SKU100455,24,2024-08-16
S1070,SKU100376,26,2025-01-15
S1081,SKU100419,26,2025-01-31
S1050,SKU100500,22,2024-09-27
S1142,SKU100781,16,2025-02-11
S1009,SKU100123,18,2025-05-12
S1133,SKU100496,26,2025-01-31
S1024,SKU100735,15,2024-03-07
S1083,SKU100091,24,2025-05-31
S1058,SKU100008,21,2024-03-14
S1001,SKU100405,25,2024-06-24
S1048,SKU100303,15,2025-01-10
S1009,SKU100606,20,2024-06-25
S1107,SKU100098,22,2024-07-30
S1044,SKU100660,31,2024-11-14
S1146,SKU100168,17,2024-12-29
S1096,SKU100152,17,2025-09-15
S1058,SKU100782,25,2024-12-19
S1099,SKU100112,20,2024-10-16
S1139,SKU100786,17,2024-11-30
S1028,SKU100374,16,2025-04-02
S1112,SKU100607,19,2024-03-12
S1119,SKU100453,24,2025-08-19
S1104,SKU100294,18,2024-02-14
S1033,SKU100206,15,2025-02-27
S1119,SKU100543,22,2024-09-21
S1128,SKU100323,29,2025-07-29
S1009,SKU100463,19,2024-12-28
